A,State,Date,Value
1427,MN,9/1/1997 0:00,375734
1428,MN,9/1/1998 0:00,421490
1429,MN,9/1/1999 0:00,462657
1430,MN,9/1/2000 0:00,446118
1431,MN,9/1/2001 0:00,380160
1432,MN,9/1/2002 0:00,401319
1433,MN,9/1/2003 0:00,400185
1434,MN,9/1/2004 0:00,412448
1435,MN,9/1/2005 0:00,395468
1436,MN,9/1/2006 0:00,335088
1437,MN,9/1/2007 0:00,358194
1438,MN,9/1/2008 0:00,305229
1439,MN,9/1/2009 0:00,342268
1440,MN,9/1/2010 0:00,398960
1441,MN,9/1/2011 0:00,362070
1442,MN,9/1/2012 0:00,362269
1443,MN,9/1/2013 0:00,361015
1444,MN,9/1/2014 0:00,345001
1445,MN,9/1/2015 0:00,329837
1446,MN,9/1/2016 0:00,328108
1447,MN,9/1/2017 0:00,326242
1448,MN,9/1/2018 0:00,325361
1449,MN,9/1/2019 0:00,322550
1450,MT,1/1/1996 0:00,153585
1451,MT,1/1/1997 0:00,152571
1452,MT,1/1/1998 0:00,155271
1453,MT,1/1/1999 0:00,161107
1454,MT,1/1/2000 0:00,176349
1455,MT,1/1/2001 0:00,122573
1456,MT,1/1/2002 0:00,122868
1457,MT,1/1/2003 0:00,147430
1458,MT,1/1/2004 0:00,140056
1459,MT,1/1/2005 0:00,134755
1460,MT,1/1/2006 0:00,166355
1461,MT,1/1/2007 0:00,127277
1462,MT,1/1/2008 0:00,130393
1463,MT,1/1/2009 0:00,119097
1464,MT,1/1/2010 0:00,134588
1465,MT,1/1/2011 0:00,120659
1466,MT,1/1/2012 0:00,133634
1467,MT,1/1/2013 0:00,147412
1468,MT,1/1/2014 0:00,150206
1469,MT,1/1/2015 0:00,143620
1470,MT,1/1/2016 0:00,131796
1471,MT,1/1/2017 0:00,125847
1472,MT,1/1/2018 0:00,119748
1473,MT,1/1/2019 0:00,122496
1474,MT,1/1/2020 0:00,117273
1475,MT,10/1/1996 0:00,193848
1476,MT,10/1/1997 0:00,193268
1477,MT,10/1/1998 0:00,209753
1478,MT,10/1/1999 0:00,232197
1479,MT,10/1/2000 0:00,178220
1480,MT,10/1/2001 0:00,199709
1481,MT,10/1/2002 0:00,148232
1482,MT,10/1/2003 0:00,162154
1483,MT,10/1/2004 0:00,161614
1484,MT,10/1/2005 0:00,186770
1485,MT,10/1/2006 0:00,167836
1486,MT,10/1/2007 0:00,185206
1487,MT,10/1/2008 0:00,164948
1488,MT,10/1/2009 0:00,174837
1489,MT,10/1/2010 0:00,196679
1490,MT,10/1/2011 0:00,181754
1491,MT,10/1/2012 0:00,194409
1492,MT,10/1/2013 0:00,198656
1493,MT,10/1/2014 0:00,203800
1494,MT,10/1/2015 0:00,176691
1495,MT,10/1/2016 0:00,162953
1496,MT,10/1/2017 0:00,161496
1497,MT,10/1/2018 0:00,163799
1498,MT,10/1/2019 0:00,159534
1499,MT,11/1/1996 0:00,143213
1500,MT,11/1/1997 0:00,152465
1501,MT,11/1/1998 0:00,159487
1502,MT,11/1/1999 0:00,190014
1503,MT,11/1/2000 0:00,181782
1504,MT,11/1/2001 0:00,147565
1505,MT,11/1/2002 0:00,130653
1506,MT,11/1/2003 0:00,126748
1507,MT,11/1/2004 0:00,128375
1508,MT,11/1/2005 0:00,152145
1509,MT,11/1/2006 0:00,119285
1510,MT,11/1/2007 0:00,164174
1511,MT,11/1/2008 0:00,129495
1512,MT,11/1/2009 0:00,148884
1513,MT,11/1/2010 0:00,143812
1514,MT,11/1/2011 0:00,155850
1515,MT,11/1/2012 0:00,163695
1516,MT,11/1/2013 0:00,156819
1517,MT,11/1/2014 0:00,154608
1518,MT,11/1/2015 0:00,137667
1519,MT,11/1/2016 0:00,143631
1520,MT,11/1/2017 0:00,123119
1521,MT,11/1/2018 0:00,127624
1522,MT,11/1/2019 0:00,124812
1523,MT,12/1/1996 0:00,131205
1524,MT,12/1/1997 0:00,144419
1525,MT,12/1/1998 0:00,141324
1526,MT,12/1/1999 0:00,167797
1527,MT,12/1/2000 0:00,115800
1528,MT,12/1/2001 0:00,129951
1529,MT,12/1/2002 0:00,134245
1530,MT,12/1/2003 0:00,142212
1531,MT,12/1/2004 0:00,122212
1532,MT,12/1/2005 0:00,169054
1533,MT,12/1/2006 0:00,128867
1534,MT,12/1/2007 0:00,152224
1535,MT,12/1/2008 0:00,120860
1536,MT,12/1/2009 0:00,156194
1537,MT,12/1/2010 0:00,159104
1538,MT,12/1/2011 0:00,167943
1539,MT,12/1/2012 0:00,181755
1540,MT,12/1/2013 0:00,176039
1541,MT,12/1/2014 0:00,184387
1542,MT,12/1/2015 0:00,152551
1543,MT,12/1/2016 0:00,151410
1544,MT,12/1/2017 0:00,142087
1545,MT,12/1/2018 0:00,142117
1546,MT,12/1/2019 0:00,144248
1547,MT,2/1/1996 0:00,142295
1548,MT,2/1/1997 0:00,153279
1549,MT,2/1/1998 0:00,144847
1550,MT,2/1/1999 0:00,161558
1551,MT,2/1/2000 0:00,178449
1552,MT,2/1/2001 0:00,121305
1553,MT,2/1/2002 0:00,113975
1554,MT,2/1/2003 0:00,123702
1555,MT,2/1/2004 0:00,143416
1556,MT,2/1/2005 0:00,131960
1557,MT,2/1/2006 0:00,150119
1558,MT,2/1/2007 0:00,113526
1559,MT,2/1/2008 0:00,132699
1560,MT,2/1/2009 0:00,118142
1561,MT,2/1/2010 0:00,133019
1562,MT,2/1/2011 0:00,128892
1563,MT,2/1/2012 0:00,149671
1564,MT,2/1/2013 0:00,161060
1565,MT,2/1/2014 0:00,148802
1566,MT,2/1/2015 0:00,144102
1567,MT,2/1/2016 0:00,127998
1568,MT,2/1/2017 0:00,124221
1569,MT,2/1/2018 0:00,114956
1570,MT,2/1/2019 0:00,108744
1571,MT,2/1/2020 0:00,123044
1572,MT,3/1/1996 0:00,141689
1573,MT,3/1/1997 0:00,142861
1574,MT,3/1/1998 0:00,134248
1575,MT,3/1/1999 0:00,161100
1576,MT,3/1/2000 0:00,177969
1577,MT,3/1/2001 0:00,134999
1578,MT,3/1/2002 0:00,147914
1579,MT,3/1/2003 0:00,133313
1580,MT,3/1/2004 0:00,129864
1581,MT,3/1/2005 0:00,146912
1582,MT,3/1/2006 0:00,169123
1583,MT,3/1/2007 0:00,139892
1584,MT,3/1/2008 0:00,148305
1585,MT,3/1/2009 0:00,117136
1586,MT,3/1/2010 0:00,144476
1587,MT,3/1/2011 0:00,139489
1588,MT,3/1/2012 0:00,155050
1589,MT,3/1/2013 0:00,177401
1590,MT,3/1/2014 0:00,155337
1591,MT,3/1/2015 0:00,147881
1592,MT,3/1/2016 0:00,144554
1593,MT,3/1/2017 0:00,139079
1594,MT,3/1/2018 0:00,137263
1595,MT,3/1/2019 0:00,128998
1596,MT,4/1/1996 0:00,172486
1597,MT,4/1/1997 0:00,169155
1598,MT,4/1/1998 0:00,170739
1599,MT,4/1/1999 0:00,186998
1600,MT,4/1/2000 0:00,172481
1601,MT,4/1/2001 0:00,135569
1602,MT,4/1/2002 0:00,152831
1603,MT,4/1/2003 0:00,143862
1604,MT,4/1/2004 0:00,154248
1605,MT,4/1/2005 0:00,146854
1606,MT,4/1/2006 0:00,177387
1607,MT,4/1/2007 0:00,148812
1608,MT,4/1/2008 0:00,140236
1609,MT,4/1/2009 0:00,125311
1610,MT,4/1/2010 0:00,159231
1611,MT,4/1/2011 0:00,158434
1612,MT,4/1/2012 0:00,164555
1613,MT,4/1/2013 0:00,156935
1614,MT,4/1/2014 0:00,172987
1615,MT,4/1/2015 0:00,154912
1616,MT,4/1/2016 0:00,138166
1617,MT,4/1/2017 0:00,142122
1618,MT,4/1/2018 0:00,125285
1619,MT,4/1/2019 0:00,134932
1620,MT,5/1/1996 0:00,186065
1621,MT,5/1/1997 0:00,194662
1622,MT,5/1/1998 0:00,151149
1623,MT,5/1/1999 0:00,199213
1624,MT,5/1/2000 0:00,198234
1625,MT,5/1/2001 0:00,162498
1626,MT,5/1/2002 0:00,180401
1627,MT,5/1/2003 0:00,166391
1628,MT,5/1/2004 0:00,177197
1629,MT,5/1/2005 0:00,161542
1630,MT,5/1/2006 0:00,206113
1631,MT,5/1/2007 0:00,167567
1632,MT,5/1/2008 0:00,167783
1633,MT,5/1/2009 0:00,159742
1634,MT,5/1/2010 0:00,178399
1635,MT,5/1/2011 0:00,171101
1636,MT,5/1/2012 0:00,180817
1637,MT,5/1/2013 0:00,198955
1638,MT,5/1/2014 0:00,200574
1639,MT,5/1/2015 0:00,181590
1640,MT,5/1/2016 0:00,169167
1641,MT,5/1/2017 0:00,167128
1642,MT,5/1/2018 0:00,169083
1643,MT,5/1/2019 0:00,163854
1644,MT,6/1/1996 0:00,251148
1645,MT,6/1/1997 0:00,242796
1646,MT,6/1/1998 0:00,235051
1647,MT,6/1/1999 0:00,254600
1648,MT,6/1/2000 0:00,249884
1649,MT,6/1/2001 0:00,208634
1650,MT,6/1/2002 0:00,233414
1651,MT,6/1/2003 0:00,215902
1652,MT,6/1/2004 0:00,229983
1653,MT,6/1/2005 0:00,192501
1654,MT,6/1/2006 0:00,247817
1655,MT,6/1/2007 0:00,214625
1656,MT,6/1/2008 0:00,208438
1657,MT,6/1/2009 0:00,185859
1658,MT,6/1/2010 0:00,182832
1659,MT,6/1/2011 0:00,209738
1660,MT,6/1/2012 0:00,232175
1661,MT,6/1/2013 0:00,237558
1662,MT,6/1/2014 0:00,242911
1663,MT,6/1/2015 0:00,217813
1664,MT,6/1/2016 0:00,213954
1665,MT,6/1/2017 0:00,215402
1666,MT,6/1/2018 0:00,216429
1667,MT,6/1/2019 0:00,213227
1668,MT,7/1/1996 0:00,374972
1669,MT,7/1/1997 0:00,356242
1670,MT,7/1/1998 0:00,385652
1671,MT,7/1/1999 0:00,407543
1672,MT,7/1/2000 0:00,365052
1673,MT,7/1/2001 0:00,306233
1674,MT,7/1/2002 0:00,325864
1675,MT,7/1/2003 0:00,298777
1676,MT,7/1/2004 0:00,331403
1677,MT,7/1/2005 0:00,351476
1678,MT,7/1/2006 0:00,349788
1679,MT,7/1/2007 0:00,294506
1680,MT,7/1/2008 0:00,267375
1681,MT,7/1/2009 0:00,258917
1682,MT,7/1/2010 0:00,334106
1683,MT,7/1/2011 0:00,341754
1684,MT,7/1/2012 0:00,330452
1685,MT,7/1/2013 0:00,325461
1686,MT,7/1/2014 0:00,342773
1687,MT,7/1/2015 0:00,327249
1688,MT,7/1/2016 0:00,312414
1689,MT,7/1/2017 0:00,329463
1690,MT,7/1/2018 0:00,304007
1691,MT,7/1/2019 0:00,304539
1692,MT,8/1/1996 0:00,377559
1693,MT,8/1/1997 0:00,419583
1694,MT,8/1/1998 0:00,396272
1695,MT,8/1/1999 0:00,418487
1696,MT,8/1/2000 0:00,230490
1697,MT,8/1/2001 0:00,352263
1698,MT,8/1/2002 0:00,337375
1699,MT,8/1/2003 0:00,295855
1700,MT,8/1/2004 0:00,308975
1701,MT,8/1/2005 0:00,324590
1702,MT,8/1/2006 0:00,341904
1703,MT,8/1/2007 0:00,303052
1704,MT,8/1/2008 0:00,296991
1705,MT,8/1/2009 0:00,272274
1706,MT,8/1/2010 0:00,322995
1707,MT,8/1/2011 0:00,302674
1708,MT,8/1/2012 0:00,352223
1709,MT,8/1/2013 0:00,367504
1710,MT,8/1/2014 0:00,355194
1711,MT,8/1/2015 0:00,279767
1712,MT,8/1/2016 0:00,285319
1713,MT,8/1/2017 0:00,315456
1714,MT,8/1/2018 0:00,302065
1715,MT,8/1/2019 0:00,312612
1716,MT,9/1/1996 0:00,278634
1717,MT,9/1/1997 0:00,282829
1718,MT,9/1/1998 0:00,279964
1719,MT,9/1/1999 0:00,312397
1720,MT,9/1/2000 0:00,205931
1721,MT,9/1/2001 0:00,234044
1722,MT,9/1/2002 0:00,175740
1723,MT,9/1/2003 0:00,186803
1724,MT,9/1/2004 0:00,208609
1725,MT,9/1/2005 0:00,221101
1726,MT,9/1/2006 0:00,245914
1727,MT,9/1/2007 0:00,204614
1728,MT,9/1/2008 0:00,189235
1729,MT,9/1/2009 0:00,202205
1730,MT,9/1/2010 0:00,230181
1731,MT,9/1/2011 0:00,220064
1732,MT,9/1/2012 0:00,218781
1733,MT,9/1/2013 0:00,211885
1734,MT,9/1/2014 0:00,207528
1735,MT,9/1/2015 0:00,190062
1736,MT,9/1/2016 0:00,206244
1737,MT,9/1/2017 0:00,183770
1738,MT,9/1/2018 0:00,180143
1739,MT,9/1/2019 0:00,180927
1740,ND,1/1/1996 0:00,127474
1741,ND,1/1/1997 0:00,145119
1742,ND,1/1/1998 0:00,162372
1743,ND,1/1/1999 0:00,191898
1744,ND,1/1/2000 0:00,217841
1745,ND,1/1/2001 0:00,219244
1746,ND,1/1/2002 0:00,206702
1747,ND,1/1/2003 0:00,204703
1748,ND,1/1/2004 0:00,189921
1749,ND,1/1/2005 0:00,210667
1750,ND,1/1/2006 0:00,210766
1751,ND,1/1/2007 0:00,205238
1752,ND,1/1/2008 0:00,237920
1753,ND,1/1/2009 0:00,204621
1754,ND,1/1/2010 0:00,210109
1755,ND,1/1/2011 0:00,217278
1756,ND,1/1/2012 0:00,246668
1757,ND,1/1/2013 0:00,238250
1758,ND,1/1/2014 0:00,233637
1759,ND,1/1/2015 0:00,239101
1760,ND,1/1/2016 0:00,207624
1761,ND,1/1/2017 0:00,204116
1762,ND,1/1/2018 0:00,214554
1763,ND,1/1/2019 0:00,204603
1764,ND,1/1/2020 0:00,210899
1765,ND,10/1/1996 0:00,253229
1766,ND,10/1/1997 0:00,248480
1767,ND,10/1/1998 0:00,251757
1768,ND,10/1/1999 0:00,278668
1769,ND,10/1/2000 0:00,282400
1770,ND,10/1/2001 0:00,244778
1771,ND,10/1/2002 0:00,285709
1772,ND,10/1/2003 0:00,277405
1773,ND,10/1/2004 0:00,288042
1774,ND,10/1/2005 0:00,264184
1775,ND,10/1/2006 0:00,259972
1776,ND,10/1/2007 0:00,325300
1777,ND,10/1/2008 0:00,294849
1778,ND,10/1/2009 0:00,266323
1779,ND,10/1/2010 0:00,299422
1780,ND,10/1/2011 0:00,300174
1781,ND,10/1/2012 0:00,313439
1782,ND,10/1/2013 0:00,321692
1783,ND,10/1/2014 0:00,317246
1784,ND,10/1/2015 0:00,264565
1785,ND,10/1/2016 0:00,260291
1786,ND,10/1/2017 0:00,262634
1787,ND,10/1/2018 0:00,262171
1788,ND,10/1/2019 0:00,237542
1789,ND,11/1/1996 0:00,201766
1790,ND,11/1/1997 0:00,196462
1791,ND,11/1/1998 0:00,195436
1792,ND,11/1/1999 0:00,241042
1793,ND,11/1/2000 0:00,222557
1794,ND,11/1/2001 0:00,223934
1795,ND,11/1/2002 0:00,231178
1796,ND,11/1/2003 0:00,229422
1797,ND,11/1/2004 0:00,256493
1798,ND,11/1/2005 0:00,232653
1799,ND,11/1/2006 0:00,231357
1800,ND,11/1/2007 0:00,313242
1801,ND,11/1/2008 0:00,247268
1802,ND,11/1/2009 0:00,265816
1803,ND,11/1/2010 0:00,285148
1804,ND,11/1/2011 0:00,291268
1805,ND,11/1/2012 0:00,295413
1806,ND,11/1/2013 0:00,310969
1807,ND,11/1/2014 0:00,293513
1808,ND,11/1/2015 0:00,240522
1809,ND,11/1/2016 0:00,239901
1810,ND,11/1/2017 0:00,234184
1811,ND,11/1/2018 0:00,238820
1812,ND,11/1/2019 0:00,228636
1813,ND,12/1/1996 0:00,169151
1814,ND,12/1/1997 0:00,186461
1815,ND,12/1/1998 0:00,192555
1816,ND,12/1/1999 0:00,210159
1817,ND,12/1/2000 0:00,189107
1818,ND,12/1/2001 0:00,204735
1819,ND,12/1/2002 0:00,214028
1820,ND,12/1/2003 0:00,212093
1821,ND,12/1/2004 0:00,227351
1822,ND,12/1/2005 0:00,212488
1823,ND,12/1/2006 0:00,214671
1824,ND,12/1/2007 0:00,253893
1825,ND,12/1/2008 0:00,209193
1826,ND,12/1/2009 0:00,228306
1827,ND,12/1/2010 0:00,257733
1828,ND,12/1/2011 0:00,281012
1829,ND,12/1/2012 0:00,282748
1830,ND,12/1/2013 0:00,273005
1831,ND,12/1/2014 0:00,282227
1832,ND,12/1/2015 0:00,226247
1833,ND,12/1/2016 0:00,207714
1834,ND,12/1/2017 0:00,230299
1835,ND,12/1/2018 0:00,227434
1836,ND,12/1/2019 0:00,231240
1837,ND,2/1/1996 0:00,191354
1838,ND,2/1/1997 0:00,181186
1839,ND,2/1/1998 0:00,148529
1840,ND,2/1/1999 0:00,187206
1841,ND,2/1/2000 0:00,212159
1842,ND,2/1/2001 0:00,199038
1843,ND,2/1/2002 0:00,191512
1844,ND,2/1/2003 0:00,185961
1845,ND,2/1/2004 0:00,199700
1846,ND,2/1/2005 0:00,208279
1847,ND,2/1/2006 0:00,195117
1848,ND,2/1/2007 0:00,187448
1849,ND,2/1/2008 0:00,231332
1850,ND,2/1/2009 0:00,196729
1851,ND,2/1/2010 0:00,212912
1852,ND,2/1/2011 0:00,227974
1853,ND,2/1/2012 0:00,262503
1854,ND,2/1/2013 0:00,243172
1855,ND,2/1/2014 0:00,237814
1856,ND,2/1/2015 0:00,219935
1857,ND,2/1/2016 0:00,193754
1858,ND,2/1/2017 0:00,209805
1859,ND,2/1/2018 0:00,211365
1860,ND,2/1/2019 0:00,184024
1861,ND,2/1/2020 0:00,216043
1862,ND,3/1/1996 0:00,236279
1863,ND,3/1/1997 0:00,209053
1864,ND,3/1/1998 0:00,189312
1865,ND,3/1/1999 0:00,225975
1866,ND,3/1/2000 0:00,255422
1867,ND,3/1/2001 0:00,243843
1868,ND,3/1/2002 0:00,232141
1869,ND,3/1/2003 0:00,209882
1870,ND,3/1/2004 0:00,226525
1871,ND,3/1/2005 0:00,251123
1872,ND,3/1/2006 0:00,238453
1873,ND,3/1/2007 0:00,245428
1874,ND,3/1/2008 0:00,277801
1875,ND,3/1/2009 0:00,210889
1876,ND,3/1/2010 0:00,255090
1877,ND,3/1/2011 0:00,275025
1878,ND,3/1/2012 0:00,312207
1879,ND,3/1/2013 0:00,299712
1880,ND,3/1/2014 0:00,278476
1881,ND,3/1/2015 0:00,258808
1882,ND,3/1/2016 0:00,236532
1883,ND,3/1/2017 0:00,241057
1884,ND,3/1/2018 0:00,249643
1885,ND,3/1/2019 0:00,240735
1886,ND,4/1/1996 0:00,229763
1887,ND,4/1/1997 0:00,167420
1888,ND,4/1/1998 0:00,201152
1889,ND,4/1/1999 0:00,230546
1890,ND,4/1/2000 0:00,245400
1891,ND,4/1/2001 0:00,217047
1892,ND,4/1/2002 0:00,237233
1893,ND,4/1/2003 0:00,217974
1894,ND,4/1/2004 0:00,238522
1895,ND,4/1/2005 0:00,245581
1896,ND,4/1/2006 0:00,235002
1897,ND,4/1/2007 0:00,240562
1898,ND,4/1/2008 0:00,296229
1899,ND,4/1/2009 0:00,188279
1900,ND,4/1/2010 0:00,281985
1901,ND,4/1/2011 0:00,246066
1902,ND,4/1/2012 0:00,292718
1903,ND,4/1/2013 0:00,274901
1904,ND,4/1/2014 0:00,305745
1905,ND,4/1/2015 0:00,259415
1906,ND,4/1/2016 0:00,231617
1907,ND,4/1/2017 0:00,263735
1908,ND,4/1/2018 0:00,243955
1909,ND,4/1/2019 0:00,232811
1910,ND,5/1/1996 0:00,264054
1911,ND,5/1/1997 0:00,184417
1912,ND,5/1/1998 0:00,232301
1913,ND,5/1/1999 0:00,256332
1914,ND,5/1/2000 0:00,272778
1915,ND,5/1/2001 0:00,265585
1916,ND,5/1/2002 0:00,265151
1917,ND,5/1/2003 0:00,247379
1918,ND,5/1/2004 0:00,249988
1919,ND,5/1/2005 0:00,267656
1920,ND,5/1/2006 0:00,270628
1921,ND,5/1/2007 0:00,278940
1922,ND,5/1/2008 0:00,317844
1923,ND,5/1/2009 0:00,244071
1924,ND,5/1/2010 0:00,300906
1925,ND,5/1/2011 0:00,285260
1926,ND,5/1/2012 0:00,309063
1927,ND,5/1/2013 0:00,313397
1928,ND,5/1/2014 0:00,324907
1929,ND,5/1/2015 0:00,278555
1930,ND,5/1/2016 0:00,266306
1931,ND,5/1/2017 0:00,291109
1932,ND,5/1/2018 0:00,271313
1933,ND,5/1/2019 0:00,267601
1934,ND,6/1/1996 0:00,296036
1935,ND,6/1/1997 0:00,275656
1936,ND,6/1/1998 0:00,281206
1937,ND,6/1/1999 0:00,294523
1938,ND,6/1/2000 0:00,308447
1939,ND,6/1/2001 0:00,289810
1940,ND,6/1/2002 0:00,298981
1941,ND,6/1/2003 0:00,289793
1942,ND,6/1/2004 0:00,284792
1943,ND,6/1/2005 0:00,288307
1944,ND,6/1/2006 0:00,307413
1945,ND,6/1/2007 0:00,304899
1946,ND,6/1/2008 0:00,318390
1947,ND,6/1/2009 0:00,255957
1948,ND,6/1/2010 0:00,294062
1949,ND,6/1/2011 0:00,301552
1950,ND,6/1/2012 0:00,343761
1951,ND,6/1/2013 0:00,330636
1952,ND,6/1/2014 0:00,331856
1953,ND,6/1/2015 0:00,317725
1954,ND,6/1/2016 0:00,268225
1955,ND,6/1/2017 0:00,271727
1956,ND,6/1/2018 0:00,290469
1957,ND,6/1/2019 0:00,284915
1958,ND,7/1/1996 0:00,409264
1959,ND,7/1/1997 0:00,386080
1960,ND,7/1/1998 0:00,369475
1961,ND,7/1/1999 0:00,395948
1962,ND,7/1/2000 0:00,393699
1963,ND,7/1/2001 0:00,369825
1964,ND,7/1/2002 0:00,368680
1965,ND,7/1/2003 0:00,366266
1966,ND,7/1/2004 0:00,392762
1967,ND,7/1/2005 0:00,374599
1968,ND,7/1/2006 0:00,418067
1969,ND,7/1/2007 0:00,355891
1970,ND,7/1/2008 0:00,375197
1971,ND,7/1/2009 0:00,330601
1972,ND,7/1/2010 0:00,403905
1973,ND,7/1/2011 0:00,392788
1974,ND,7/1/2012 0:00,421449
1975,ND,7/1/2013 0:00,404605
1976,ND,7/1/2014 0:00,409708
1977,ND,7/1/2015 0:00,374515
1978,ND,7/1/2016 0:00,351712
1979,ND,7/1/2017 0:00,342253
1980,ND,7/1/2018 0:00,339593
1981,ND,7/1/2019 0:00,345281
1982,ND,8/1/1996 0:00,403207
1983,ND,8/1/1997 0:00,389771
1984,ND,8/1/1998 0:00,339116
1985,ND,8/1/1999 0:00,371855
1986,ND,8/1/2000 0:00,379671
1987,ND,8/1/2001 0:00,370469
1988,ND,8/1/2002 0:00,374736
1989,ND,8/1/2003 0:00,370962
1990,ND,8/1/2004 0:00,348803
1991,ND,8/1/2005 0:00,355258
1992,ND,8/1/2006 0:00,400288
1993,ND,8/1/2007 0:00,374302
1994,ND,8/1/2008 0:00,402907
1995,ND,8/1/2009 0:00,340722
1996,ND,8/1/2010 0:00,371983
1997,ND,8/1/2011 0:00,394546
1998,ND,8/1/2012 0:00,456539
1999,ND,8/1/2013 0:00,452161
2000,ND,8/1/2014 0:00,443928
2001,ND,8/1/2015 0:00,336059
2002,ND,8/1/2016 0:00,336429
2003,ND,8/1/2017 0:00,339630
2004,ND,8/1/2018 0:00,345737
2005,ND,8/1/2019 0:00,365389
2006,ND,9/1/1996 0:00,274233
2007,ND,9/1/1997 0:00,234016
2008,ND,9/1/1998 0:00,270157
2009,ND,9/1/1999 0:00,286396
2010,ND,9/1/2000 0:00,296054
2011,ND,9/1/2001 0:00,266227
2012,ND,9/1/2002 0:00,280544
2013,ND,9/1/2003 0:00,273766
2014,ND,9/1/2004 0:00,281025
2015,ND,9/1/2005 0:00,274086
2016,ND,9/1/2006 0:00,277703
2017,ND,9/1/2007 0:00,290453
2018,ND,9/1/2008 0:00,291947
2019,ND,9/1/2009 0:00,268233
2020,ND,9/1/2010 0:00,312630
2021,ND,9/1/2011 0:00,310947
2022,ND,9/1/2012 0:00,319163
2023,ND,9/1/2013 0:00,300963
2024,ND,9/1/2014 0:00,293972
2025,ND,9/1/2015 0:00,269609
2026,ND,9/1/2016 0:00,271717
2027,ND,9/1/2017 0:00,274429
2028,ND,9/1/2018 0:00,262909
2029,ND,9/1/2019 0:00,258108
2030,NY,1/1/1996 0:00,2188691
2031,NY,1/1/1997 0:00,2449184
2032,NY,1/1/1998 0:00,2366039
2033,NY,1/1/1999 0:00,2288367
2034,NY,1/1/2000 0:00,2326549
2035,NY,1/1/2001 0:00,2591589
2036,NY,1/1/2002 0:00,2525879
2037,NY,1/1/2003 0:00,2442294
2038,NY,1/1/2004 0:00,2213739
2039,NY,1/1/2005 0:00,2109146
2040,NY,1/1/2006 0:00,2323060
2041,NY,1/1/2007 0:00,2165642
2042,NY,1/1/2008 0:00,2144597
2043,NY,1/1/2009 0:00,1836398
2044,NY,1/1/2010 0:00,1879865
2045,NY,1/1/2011 0:00,1895735
2046,NY,1/1/2012 0:00,2007204
2047,NY,1/1/2013 0:00,2041973
2048,NY,1/1/2014 0:00,1859686
2049,NY,1/1/2015 0:00,1764141
2050,NY,1/1/2016 0:00,1719313
2051,NY,1/1/2017 0:00,1670585
2052,NY,1/1/2018 0:00,1713863
2053,NY,1/1/2019 0:00,1578012
2054,NY,1/1/2020 0:00,1694585
2055,NY,10/1/1996 0:00,3451739
2056,NY,10/1/1997 0:00,3764101
2057,NY,10/1/1998 0:00,3579166
2058,NY,10/1/1999 0:00,3755085
2059,NY,10/1/2000 0:00,3557955
2060,NY,10/1/2001 0:00,2933131
2061,NY,10/1/2002 0:00,3667837
2062,NY,10/1/2003 0:00,3206808
2063,NY,10/1/2004 0:00,3016015
2064,NY,10/1/2005 0:00,2985202
2065,NY,10/1/2006 0:00,2862589
2066,NY,10/1/2007 0:00,3201867
2067,NY,10/1/2008 0:00,2785310
2068,NY,10/1/2009 0:00,2576321
2069,NY,10/1/2010 0:00,2683829
2070,NY,10/1/2011 0:00,2781318
2071,NY,10/1/2012 0:00,2723204
2072,NY,10/1/2013 0:00,2744356
2073,NY,10/1/2014 0:00,2675815
2074,NY,10/1/2015 0:00,2359866
2075,NY,10/1/2016 0:00,2412134
2076,NY,10/1/2017 0:00,2496407
2077,NY,10/1/2018 0:00,2399320
2078,NY,10/1/2019 0:00,2433765
2079,NY,11/1/1996 0:00,2562769
2080,NY,11/1/1997 0:00,3056615
2081,NY,11/1/1998 0:00,3031330
2082,NY,11/1/1999 0:00,3086182
2083,NY,11/1/2000 0:00,2975689
2084,NY,11/1/2001 0:00,2684967
2085,NY,11/1/2002 0:00,2987584
2086,NY,11/1/2003 0:00,2708345
2087,NY,11/1/2004 0:00,2600035
2088,NY,11/1/2005 0:00,2599923
2089,NY,11/1/2006 0:00,2654427
2090,NY,11/1/2007 0:00,2846551
2091,NY,11/1/2008 0:00,2357084
2092,NY,11/1/2009 0:00,2346373
2093,NY,11/1/2010 0:00,2410406
2094,NY,11/1/2011 0:00,2519282
2095,NY,11/1/2012 0:00,2539637
2096,NY,11/1/2013 0:00,2482371
2097,NY,11/1/2014 0:00,2206151
2098,NY,11/1/2015 0:00,2017438
2099,NY,11/1/2016 0:00,2016165
2100,NY,11/1/2017 0:00,2113235
2101,NY,11/1/2018 0:00,2051673
2102,NY,11/1/2019 0:00,2049305
2103,NY,12/1/1996 0:00,2957717
2104,NY,12/1/1997 0:00,2831585
2105,NY,12/1/1998 0:00,2995698
2106,NY,12/1/1999 0:00,2756214
2107,NY,12/1/2000 0:00,2789307
2108,NY,12/1/2001 0:00,2432319
2109,NY,12/1/2002 0:00,2925814
2110,NY,12/1/2003 0:00,2530892
2111,NY,12/1/2004 0:00,2353166
2112,NY,12/1/2005 0:00,2527330
2113,NY,12/1/2006 0:00,2598303
2114,NY,12/1/2007 0:00,2464620
2115,NY,12/1/2008 0:00,1960424
2116,NY,12/1/2009 0:00,2294243
2117,NY,12/1/2010 0:00,2372074
2118,NY,12/1/2011 0:00,2614747
2119,NY,12/1/2012 0:00,2536243
2120,NY,12/1/2013 0:00,2413170
