A,State,Date,Value
731,ME,4/1/2001 0:00,930336
732,ME,4/1/2002 0:00,776077
733,ME,4/1/2003 0:00,777059
734,ME,4/1/2004 0:00,895132
735,ME,4/1/2005 0:00,848996
736,ME,4/1/2006 0:00,963083
737,ME,4/1/2007 0:00,698014
738,ME,4/1/2008 0:00,719868
739,ME,4/1/2009 0:00,590075
740,ME,4/1/2010 0:00,676294
741,ME,4/1/2011 0:00,678411
742,ME,4/1/2012 0:00,671731
743,ME,4/1/2013 0:00,627747
744,ME,4/1/2014 0:00,599487
745,ME,4/1/2015 0:00,500425
746,ME,4/1/2016 0:00,434199
747,ME,4/1/2017 0:00,467050
748,ME,4/1/2018 0:00,429907
749,ME,4/1/2019 0:00,435752
750,ME,5/1/1996 0:00,1251218
751,ME,5/1/1997 0:00,1225304
752,ME,5/1/1998 0:00,1221534
753,ME,5/1/1999 0:00,1120403
754,ME,5/1/2000 0:00,1094409
755,ME,5/1/2001 0:00,964487
756,ME,5/1/2002 0:00,867716
757,ME,5/1/2003 0:00,903752
758,ME,5/1/2004 0:00,947822
759,ME,5/1/2005 0:00,949792
760,ME,5/1/2006 0:00,993099
761,ME,5/1/2007 0:00,789036
762,ME,5/1/2008 0:00,790153
763,ME,5/1/2009 0:00,678003
764,ME,5/1/2010 0:00,743637
765,ME,5/1/2011 0:00,730061
766,ME,5/1/2012 0:00,730892
767,ME,5/1/2013 0:00,715728
768,ME,5/1/2014 0:00,679443
769,ME,5/1/2015 0:00,584548
770,ME,5/1/2016 0:00,502957
771,ME,5/1/2017 0:00,518997
772,ME,5/1/2018 0:00,516461
773,ME,5/1/2019 0:00,493629
774,ME,6/1/1996 0:00,1277443
775,ME,6/1/1997 0:00,1294395
776,ME,6/1/1998 0:00,1153003
777,ME,6/1/1999 0:00,1154197
778,ME,6/1/2000 0:00,1153734
779,ME,6/1/2001 0:00,1010529
780,ME,6/1/2002 0:00,889455
781,ME,6/1/2003 0:00,917720
782,ME,6/1/2004 0:00,1054187
783,ME,6/1/2005 0:00,983676
784,ME,6/1/2006 0:00,1011517
785,ME,6/1/2007 0:00,810504
786,ME,6/1/2008 0:00,821013
787,ME,6/1/2009 0:00,657118
788,ME,6/1/2010 0:00,771557
789,ME,6/1/2011 0:00,761511
790,ME,6/1/2012 0:00,776351
791,ME,6/1/2013 0:00,761963
792,ME,6/1/2014 0:00,726185
793,ME,6/1/2015 0:00,616662
794,ME,6/1/2016 0:00,569110
795,ME,6/1/2017 0:00,555849
796,ME,6/1/2018 0:00,566492
797,ME,6/1/2019 0:00,568639
798,ME,7/1/1996 0:00,1500327
799,ME,7/1/1997 0:00,1528830
800,ME,7/1/1998 0:00,1430815
801,ME,7/1/1999 0:00,1386552
802,ME,7/1/2000 0:00,1357480
803,ME,7/1/2001 0:00,1189261
804,ME,7/1/2002 0:00,1043526
805,ME,7/1/2003 0:00,1081989
806,ME,7/1/2004 0:00,1221345
807,ME,7/1/2005 0:00,1249984
808,ME,7/1/2006 0:00,1156260
809,ME,7/1/2007 0:00,919320
810,ME,7/1/2008 0:00,980283
811,ME,7/1/2009 0:00,817643
812,ME,7/1/2010 0:00,968017
813,ME,7/1/2011 0:00,965835
814,ME,7/1/2012 0:00,945652
815,ME,7/1/2013 0:00,921243
816,ME,7/1/2014 0:00,891551
817,ME,7/1/2015 0:00,777870
818,ME,7/1/2016 0:00,709495
819,ME,7/1/2017 0:00,701339
820,ME,7/1/2018 0:00,662402
821,ME,7/1/2019 0:00,675833
822,ME,8/1/1996 0:00,1560904
823,ME,8/1/1997 0:00,1538006
824,ME,8/1/1998 0:00,1410015
825,ME,8/1/1999 0:00,1382028
826,ME,8/1/2000 0:00,1348764
827,ME,8/1/2001 0:00,1279230
828,ME,8/1/2002 0:00,1069959
829,ME,8/1/2003 0:00,1131369
830,ME,8/1/2004 0:00,1238594
831,ME,8/1/2005 0:00,1267163
832,ME,8/1/2006 0:00,1165773
833,ME,8/1/2007 0:00,952037
834,ME,8/1/2008 0:00,960757
835,ME,8/1/2009 0:00,887841
836,ME,8/1/2010 0:00,991541
837,ME,8/1/2011 0:00,972197
838,ME,8/1/2012 0:00,1008772
839,ME,8/1/2013 0:00,995400
840,ME,8/1/2014 0:00,964530
841,ME,8/1/2015 0:00,763527
842,ME,8/1/2016 0:00,747208
843,ME,8/1/2017 0:00,721269
844,ME,8/1/2018 0:00,710588
845,ME,8/1/2019 0:00,715863
846,ME,9/1/1996 0:00,1215140
847,ME,9/1/1997 0:00,1275961
848,ME,9/1/1998 0:00,1179868
849,ME,9/1/1999 0:00,1184820
850,ME,9/1/2000 0:00,1168151
851,ME,9/1/2001 0:00,1136383
852,ME,9/1/2002 0:00,929830
853,ME,9/1/2003 0:00,968397
854,ME,9/1/2004 0:00,808772
855,ME,9/1/2005 0:00,1061845
856,ME,9/1/2006 0:00,1005872
857,ME,9/1/2007 0:00,824191
858,ME,9/1/2008 0:00,804630
859,ME,9/1/2009 0:00,749639
860,ME,9/1/2010 0:00,781303
861,ME,9/1/2011 0:00,781615
862,ME,9/1/2012 0:00,787790
863,ME,9/1/2013 0:00,723944
864,ME,9/1/2014 0:00,700837
865,ME,9/1/2015 0:00,601893
866,ME,9/1/2016 0:00,605908
867,ME,9/1/2017 0:00,574791
868,ME,9/1/2018 0:00,542863
869,ME,9/1/2019 0:00,524101
870,MI,1/1/1996 0:00,3601808
871,MI,1/1/1997 0:00,3026339
872,MI,1/1/1998 0:00,3532798
873,MI,1/1/1999 0:00,3192872
874,MI,1/1/2000 0:00,3305914
875,MI,1/1/2001 0:00,3824689
876,MI,1/1/2002 0:00,2606456
877,MI,1/1/2003 0:00,2704189
878,MI,1/1/2004 0:00,2309469
879,MI,1/1/2005 0:00,2441612
880,MI,1/1/2006 0:00,2512510
881,MI,1/1/2007 0:00,2342185
882,MI,1/1/2008 0:00,2202879
883,MI,1/1/2009 0:00,1672377
884,MI,1/1/2010 0:00,1734425
885,MI,1/1/2011 0:00,1783591
886,MI,1/1/2012 0:00,1862483
887,MI,1/1/2013 0:00,1901882
888,MI,1/1/2014 0:00,1796260
889,MI,1/1/2015 0:00,1792158
890,MI,1/1/2016 0:00,1740828
891,MI,1/1/2017 0:00,1724513
892,MI,1/1/2018 0:00,1676890
893,MI,1/1/2019 0:00,1608853
894,MI,1/1/2020 0:00,1650877
895,MI,10/1/1996 0:00,4307669
896,MI,10/1/1997 0:00,3927664
897,MI,10/1/1998 0:00,3996010
898,MI,10/1/1999 0:00,4034520
899,MI,10/1/2000 0:00,4355289
900,MI,10/1/2001 0:00,2501611
901,MI,10/1/2002 0:00,2969839
902,MI,10/1/2003 0:00,2914361
903,MI,10/1/2004 0:00,2772582
904,MI,10/1/2005 0:00,2789249
905,MI,10/1/2006 0:00,2538601
906,MI,10/1/2007 0:00,2619056
907,MI,10/1/2008 0:00,2215455
908,MI,10/1/2009 0:00,1995670
909,MI,10/1/2010 0:00,2123136
910,MI,10/1/2011 0:00,2160359
911,MI,10/1/2012 0:00,2143699
912,MI,10/1/2013 0:00,2273153
913,MI,10/1/2014 0:00,2221224
914,MI,10/1/2015 0:00,2068046
915,MI,10/1/2016 0:00,2043420
916,MI,10/1/2017 0:00,1966934
917,MI,10/1/2018 0:00,2004241
918,MI,10/1/2019 0:00,1981130
919,MI,11/1/1996 0:00,4028636
920,MI,11/1/1997 0:00,3698100
921,MI,11/1/1998 0:00,3695574
922,MI,11/1/1999 0:00,3848249
923,MI,11/1/2000 0:00,3875702
924,MI,11/1/2001 0:00,2501500
925,MI,11/1/2002 0:00,2787215
926,MI,11/1/2003 0:00,2640770
927,MI,11/1/2004 0:00,2579866
928,MI,11/1/2005 0:00,2545217
929,MI,11/1/2006 0:00,2399392
930,MI,11/1/2007 0:00,2432660
931,MI,11/1/2008 0:00,1996394
932,MI,11/1/2009 0:00,1899480
933,MI,11/1/2010 0:00,1972928
934,MI,11/1/2011 0:00,2025093
935,MI,11/1/2012 0:00,2121562
936,MI,11/1/2013 0:00,2112769
937,MI,11/1/2014 0:00,2021205
938,MI,11/1/2015 0:00,1891049
939,MI,11/1/2016 0:00,1859392
940,MI,11/1/2017 0:00,1859449
941,MI,11/1/2018 0:00,1809097
942,MI,11/1/2019 0:00,1826198
943,MI,12/1/1996 0:00,3890778
944,MI,12/1/1997 0:00,3442480
945,MI,12/1/1998 0:00,3383749
946,MI,12/1/1999 0:00,3708827
947,MI,12/1/2000 0:00,3495689
948,MI,12/1/2001 0:00,2536648
949,MI,12/1/2002 0:00,2715138
950,MI,12/1/2003 0:00,2578537
951,MI,12/1/2004 0:00,2514456
952,MI,12/1/2005 0:00,2540404
953,MI,12/1/2006 0:00,2405379
954,MI,12/1/2007 0:00,2214777
955,MI,12/1/2008 0:00,1852818
956,MI,12/1/2009 0:00,1899368
957,MI,12/1/2010 0:00,1942562
958,MI,12/1/2011 0:00,2057465
959,MI,12/1/2012 0:00,2101151
960,MI,12/1/2013 0:00,2143996
961,MI,12/1/2014 0:00,2036688
962,MI,12/1/2015 0:00,1855968
963,MI,12/1/2016 0:00,1790231
964,MI,12/1/2017 0:00,1804080
965,MI,12/1/2018 0:00,1821641
966,MI,12/1/2019 0:00,1847538
967,MI,2/1/1996 0:00,3591481
968,MI,2/1/1997 0:00,3047122
969,MI,2/1/1998 0:00,3435487
970,MI,2/1/1999 0:00,3503101
971,MI,2/1/2000 0:00,3317543
972,MI,2/1/2001 0:00,3146407
973,MI,2/1/2002 0:00,2436158
974,MI,2/1/2003 0:00,2388291
975,MI,2/1/2004 0:00,2455480
976,MI,2/1/2005 0:00,2390262
977,MI,2/1/2006 0:00,2246077
978,MI,2/1/2007 0:00,2056132
979,MI,2/1/2008 0:00,2099541
980,MI,2/1/2009 0:00,1647319
981,MI,2/1/2010 0:00,1609582
982,MI,2/1/2011 0:00,1641181
983,MI,2/1/2012 0:00,1832900
984,MI,2/1/2013 0:00,1765595
985,MI,2/1/2014 0:00,1677385
986,MI,2/1/2015 0:00,1534321
987,MI,2/1/2016 0:00,1622395
988,MI,2/1/2017 0:00,1568445
989,MI,2/1/2018 0:00,1543029
990,MI,2/1/2019 0:00,1510385
991,MI,2/1/2020 0:00,1624780
992,MI,3/1/1996 0:00,3790656
993,MI,3/1/1997 0:00,3448354
994,MI,3/1/1998 0:00,3695806
995,MI,3/1/1999 0:00,3829357
996,MI,3/1/2000 0:00,4441794
997,MI,3/1/2001 0:00,3637361
998,MI,3/1/2002 0:00,3029861
999,MI,3/1/2003 0:00,2619559
1000,MI,3/1/2004 0:00,2728254
1001,MI,3/1/2005 0:00,2711197
1002,MI,3/1/2006 0:00,2644832
1003,MI,3/1/2007 0:00,2496646
1004,MI,3/1/2008 0:00,2359995
1005,MI,3/1/2009 0:00,1899702
1006,MI,3/1/2010 0:00,1952525
1007,MI,3/1/2011 0:00,2032341
1008,MI,3/1/2012 0:00,2092829
1009,MI,3/1/2013 0:00,2133019
1010,MI,3/1/2014 0:00,2037523
1011,MI,3/1/2015 0:00,1962696
1012,MI,3/1/2016 0:00,1880354
1013,MI,3/1/2017 0:00,1820997
1014,MI,3/1/2018 0:00,1912146
1015,MI,3/1/2019 0:00,1868193
1016,MI,4/1/1996 0:00,4011962
1017,MI,4/1/1997 0:00,2708071
1018,MI,4/1/1998 0:00,4031639
1019,MI,4/1/1999 0:00,3701895
1020,MI,4/1/2000 0:00,4598119
1021,MI,4/1/2001 0:00,3459678
1022,MI,4/1/2002 0:00,2860261
1023,MI,4/1/2003 0:00,2368061
1024,MI,4/1/2004 0:00,2485452
1025,MI,4/1/2005 0:00,2587282
1026,MI,4/1/2006 0:00,2588088
1027,MI,4/1/2007 0:00,2433403
1028,MI,4/1/2008 0:00,2257934
1029,MI,4/1/2009 0:00,1891623
1030,MI,4/1/2010 0:00,1940040
1031,MI,4/1/2011 0:00,2007637
1032,MI,4/1/2012 0:00,2046977
1033,MI,4/1/2013 0:00,2056551
1034,MI,4/1/2014 0:00,1967031
1035,MI,4/1/2015 0:00,1886353
1036,MI,4/1/2016 0:00,1818780
1037,MI,4/1/2017 0:00,1866273
1038,MI,4/1/2018 0:00,1774373
1039,MI,4/1/2019 0:00,1804052
1040,MI,5/1/1996 0:00,4173137
1041,MI,5/1/1997 0:00,3898490
1042,MI,5/1/1998 0:00,4030525
1043,MI,5/1/1999 0:00,4235846
1044,MI,5/1/2000 0:00,4831184
1045,MI,5/1/2001 0:00,3604743
1046,MI,5/1/2002 0:00,3058806
1047,MI,5/1/2003 0:00,2749558
1048,MI,5/1/2004 0:00,2692266
1049,MI,5/1/2005 0:00,2796976
1050,MI,5/1/2006 0:00,2744868
1051,MI,5/1/2007 0:00,2586046
1052,MI,5/1/2008 0:00,2433643
1053,MI,5/1/2009 0:00,2012133
1054,MI,5/1/2010 0:00,1990604
1055,MI,5/1/2011 0:00,2118346
1056,MI,5/1/2012 0:00,2126733
1057,MI,5/1/2013 0:00,2183185
1058,MI,5/1/2014 0:00,2189162
1059,MI,5/1/2015 0:00,2092727
1060,MI,5/1/2016 0:00,1993401
1061,MI,5/1/2017 0:00,1935598
1062,MI,5/1/2018 0:00,1935473
1063,MI,5/1/2019 0:00,1951663
1064,MI,6/1/1996 0:00,4442324
1065,MI,6/1/1997 0:00,3797160
1066,MI,6/1/1998 0:00,3958386
1067,MI,6/1/1999 0:00,4395754
1068,MI,6/1/2000 0:00,4596628
1069,MI,6/1/2001 0:00,3722297
1070,MI,6/1/2002 0:00,3093522
1071,MI,6/1/2003 0:00,2807683
1072,MI,6/1/2004 0:00,2916794
1073,MI,6/1/2005 0:00,2829279
1074,MI,6/1/2006 0:00,2712564
1075,MI,6/1/2007 0:00,2622275
1076,MI,6/1/2008 0:00,2378078
1077,MI,6/1/2009 0:00,1875517
1078,MI,6/1/2010 0:00,2028084
1079,MI,6/1/2011 0:00,2147178
1080,MI,6/1/2012 0:00,2226635
1081,MI,6/1/2013 0:00,2257152
1082,MI,6/1/2014 0:00,2250040
1083,MI,6/1/2015 0:00,2130096
1084,MI,6/1/2016 0:00,2069828
1085,MI,6/1/2017 0:00,1984811
1086,MI,6/1/2018 0:00,2059801
1087,MI,6/1/2019 0:00,2988142
1088,MI,7/1/1996 0:00,4787765
1089,MI,7/1/1997 0:00,4285174
1090,MI,7/1/1998 0:00,4648143
1091,MI,7/1/1999 0:00,4794981
1092,MI,7/1/2000 0:00,5189763
1093,MI,7/1/2001 0:00,4409058
1094,MI,7/1/2002 0:00,3409938
1095,MI,7/1/2003 0:00,3140103
1096,MI,7/1/2004 0:00,3082968
1097,MI,7/1/2005 0:00,3105188
1098,MI,7/1/2006 0:00,2886453
1099,MI,7/1/2007 0:00,2765795
1100,MI,7/1/2008 0:00,2527292
1101,MI,7/1/2009 0:00,2169643
1102,MI,7/1/2010 0:00,2289112
1103,MI,7/1/2011 0:00,2385057
1104,MI,7/1/2012 0:00,2405683
1105,MI,7/1/2013 0:00,2438494
1106,MI,7/1/2014 0:00,2428068
1107,MI,7/1/2015 0:00,2338907
1108,MI,7/1/2016 0:00,2289555
1109,MI,7/1/2017 0:00,2258144
1110,MI,7/1/2018 0:00,2229777
1111,MI,7/1/2019 0:00,2245840
1112,MI,8/1/1996 0:00,5404126
1113,MI,8/1/1997 0:00,4244137
1114,MI,8/1/1998 0:00,5239214
1115,MI,8/1/1999 0:00,5128150
1116,MI,8/1/2000 0:00,5129926
1117,MI,8/1/2001 0:00,4230275
1118,MI,8/1/2002 0:00,3631093
1119,MI,8/1/2003 0:00,3205003
1120,MI,8/1/2004 0:00,3220138
1121,MI,8/1/2005 0:00,3185268
1122,MI,8/1/2006 0:00,2918791
1123,MI,8/1/2007 0:00,2882539
1124,MI,8/1/2008 0:00,2649799
1125,MI,8/1/2009 0:00,2267944
1126,MI,8/1/2010 0:00,2425912
1127,MI,8/1/2011 0:00,2478153
1128,MI,8/1/2012 0:00,2616229
1129,MI,8/1/2013 0:00,2710115
1130,MI,8/1/2014 0:00,2630851
1131,MI,8/1/2015 0:00,2435150
1132,MI,8/1/2016 0:00,2339799
1133,MI,8/1/2017 0:00,2342301
1134,MI,8/1/2018 0:00,2340055
1135,MI,8/1/2019 0:00,2372353
1136,MI,9/1/1996 0:00,4664615
1137,MI,9/1/1997 0:00,4316932
1138,MI,9/1/1998 0:00,4073337
1139,MI,9/1/1999 0:00,4196588
1140,MI,9/1/2000 0:00,4407302
1141,MI,9/1/2001 0:00,2596386
1142,MI,9/1/2002 0:00,3113288
1143,MI,9/1/2003 0:00,2821409
1144,MI,9/1/2004 0:00,2835281
1145,MI,9/1/2005 0:00,2756004
1146,MI,9/1/2006 0:00,2784725
1147,MI,9/1/2007 0:00,2489198
1148,MI,9/1/2008 0:00,2199959
1149,MI,9/1/2009 0:00,1944513
1150,MI,9/1/2010 0:00,2107340
1151,MI,9/1/2011 0:00,2113548
1152,MI,9/1/2012 0:00,2161381
1153,MI,9/1/2013 0:00,2172974
1154,MI,9/1/2014 0:00,2132141
1155,MI,9/1/2015 0:00,2067223
1156,MI,9/1/2016 0:00,2013581
1157,MI,9/1/2017 0:00,2003222
1158,MI,9/1/2018 0:00,1948263
1159,MI,9/1/2019 0:00,1950177
1160,MN,1/1/1996 0:00,249370
1161,MN,1/1/1997 0:00,253423
1162,MN,1/1/1998 0:00,280274
1163,MN,1/1/1999 0:00,302577
1164,MN,1/1/2000 0:00,317252
1165,MN,1/1/2001 0:00,283970
1166,MN,1/1/2002 0:00,264805
1167,MN,1/1/2003 0:00,290396
1168,MN,1/1/2004 0:00,295950
1169,MN,1/1/2005 0:00,269226
1170,MN,1/1/2006 0:00,295794
1171,MN,1/1/2007 0:00,234306
1172,MN,1/1/2008 0:00,256335
1173,MN,1/1/2009 0:00,237226
1174,MN,1/1/2010 0:00,244295
1175,MN,1/1/2011 0:00,237507
1176,MN,1/1/2012 0:00,251726
1177,MN,1/1/2013 0:00,258413
1178,MN,1/1/2014 0:00,253914
1179,MN,1/1/2015 0:00,270936
1180,MN,1/1/2016 0:00,245225
1181,MN,1/1/2017 0:00,239847
1182,MN,1/1/2018 0:00,238877
1183,MN,1/1/2019 0:00,229776
1184,MN,1/1/2020 0:00,238528
1185,MN,10/1/1996 0:00,354421
1186,MN,10/1/1997 0:00,211743
1187,MN,10/1/1998 0:00,353399
1188,MN,10/1/1999 0:00,401821
1189,MN,10/1/2000 0:00,332714
1190,MN,10/1/2001 0:00,319316
1191,MN,10/1/2002 0:00,328355
1192,MN,10/1/2003 0:00,367519
1193,MN,10/1/2004 0:00,378802
1194,MN,10/1/2005 0:00,347692
1195,MN,10/1/2006 0:00,281603
1196,MN,10/1/2007 0:00,320297
1197,MN,10/1/2008 0:00,310047
1198,MN,10/1/2009 0:00,290952
1199,MN,10/1/2010 0:00,346716
1200,MN,10/1/2011 0:00,311010
1201,MN,10/1/2012 0:00,310938
1202,MN,10/1/2013 0:00,318778
1203,MN,10/1/2014 0:00,307463
1204,MN,10/1/2015 0:00,294594
1205,MN,10/1/2016 0:00,296043
1206,MN,10/1/2017 0:00,286111
1207,MN,10/1/2018 0:00,288831
1208,MN,10/1/2019 0:00,282159
1209,MN,11/1/1996 0:00,282410
1210,MN,11/1/1997 0:00,292946
1211,MN,11/1/1998 0:00,288419
1212,MN,11/1/1999 0:00,344214
1213,MN,11/1/2000 0:00,293638
1214,MN,11/1/2001 0:00,276685
1215,MN,11/1/2002 0:00,291584
1216,MN,11/1/2003 0:00,314736
1217,MN,11/1/2004 0:00,321738
1218,MN,11/1/2005 0:00,291200
1219,MN,11/1/2006 0:00,252283
1220,MN,11/1/2007 0:00,298110
1221,MN,11/1/2008 0:00,260682
1222,MN,11/1/2009 0:00,263259
1223,MN,11/1/2010 0:00,255044
1224,MN,11/1/2011 0:00,276141
1225,MN,11/1/2012 0:00,282469
1226,MN,11/1/2013 0:00,295813
1227,MN,11/1/2014 0:00,275917
1228,MN,11/1/2015 0:00,252790
1229,MN,11/1/2016 0:00,249022
1230,MN,11/1/2017 0:00,251852
1231,MN,11/1/2018 0:00,258006
1232,MN,11/1/2019 0:00,256301
1233,MN,12/1/1996 0:00,280068
1234,MN,12/1/1997 0:00,301064
1235,MN,12/1/1998 0:00,305887
1236,MN,12/1/1999 0:00,334145
1237,MN,12/1/2000 0:00,286033
1238,MN,12/1/2001 0:00,280995
1239,MN,12/1/2002 0:00,291809
1240,MN,12/1/2003 0:00,337478
1241,MN,12/1/2004 0:00,302737
1242,MN,12/1/2005 0:00,297581
1243,MN,12/1/2006 0:00,253825
1244,MN,12/1/2007 0:00,273904
1245,MN,12/1/2008 0:00,258633
1246,MN,12/1/2009 0:00,257617
1247,MN,12/1/2010 0:00,266806
1248,MN,12/1/2011 0:00,286350
1249,MN,12/1/2012 0:00,290998
1250,MN,12/1/2013 0:00,279466
1251,MN,12/1/2014 0:00,310886
1252,MN,12/1/2015 0:00,262532
1253,MN,12/1/2016 0:00,252592
1254,MN,12/1/2017 0:00,256979
1255,MN,12/1/2018 0:00,277467
1256,MN,12/1/2019 0:00,265101
1257,MN,2/1/1996 0:00,251552
1258,MN,2/1/1997 0:00,266770
1259,MN,2/1/1998 0:00,286956
1260,MN,2/1/1999 0:00,293303
1261,MN,2/1/2000 0:00,329362
1262,MN,2/1/2001 0:00,256957
1263,MN,2/1/2002 0:00,253167
1264,MN,2/1/2003 0:00,261123
1265,MN,2/1/2004 0:00,309220
1266,MN,2/1/2005 0:00,297012
1267,MN,2/1/2006 0:00,275990
1268,MN,2/1/2007 0:00,216722
1269,MN,2/1/2008 0:00,246429
1270,MN,2/1/2009 0:00,223706
1271,MN,2/1/2010 0:00,240747
1272,MN,2/1/2011 0:00,239114
1273,MN,2/1/2012 0:00,259688
1274,MN,2/1/2013 0:00,253549
1275,MN,2/1/2014 0:00,236664
1276,MN,2/1/2015 0:00,241521
1277,MN,2/1/2016 0:00,229420
1278,MN,2/1/2017 0:00,237408
1279,MN,2/1/2018 0:00,230339
1280,MN,2/1/2019 0:00,206059
1281,MN,2/1/2020 0:00,234781
1282,MN,3/1/1996 0:00,326829
1283,MN,3/1/1997 0:00,305899
1284,MN,3/1/1998 0:00,324454
1285,MN,3/1/1999 0:00,347970
1286,MN,3/1/2000 0:00,366920
1287,MN,3/1/2001 0:00,343510
1288,MN,3/1/2002 0:00,294178
1289,MN,3/1/2003 0:00,307192
1290,MN,3/1/2004 0:00,344759
1291,MN,3/1/2005 0:00,332392
1292,MN,3/1/2006 0:00,321784
1293,MN,3/1/2007 0:00,261701
1294,MN,3/1/2008 0:00,287981
1295,MN,3/1/2009 0:00,248955
1296,MN,3/1/2010 0:00,280437
1297,MN,3/1/2011 0:00,272374
1298,MN,3/1/2012 0:00,298067
1299,MN,3/1/2013 0:00,298663
1300,MN,3/1/2014 0:00,283123
1301,MN,3/1/2015 0:00,281686
1302,MN,3/1/2016 0:00,251435
1303,MN,3/1/2017 0:00,260769
1304,MN,3/1/2018 0:00,276213
1305,MN,3/1/2019 0:00,263835
1306,MN,4/1/1996 0:00,328233
1307,MN,4/1/1997 0:00,309748
1308,MN,4/1/1998 0:00,324176
1309,MN,4/1/1999 0:00,339260
1310,MN,4/1/2000 0:00,358731
1311,MN,4/1/2001 0:00,298181
1312,MN,4/1/2002 0:00,274617
1313,MN,4/1/2003 0:00,294323
1314,MN,4/1/2004 0:00,334487
1315,MN,4/1/2005 0:00,319481
1316,MN,4/1/2006 0:00,323030
1317,MN,4/1/2007 0:00,250067
1318,MN,4/1/2008 0:00,275678
1319,MN,4/1/2009 0:00,266623
1320,MN,4/1/2010 0:00,288814
1321,MN,4/1/2011 0:00,293103
1322,MN,4/1/2012 0:00,292277
1323,MN,4/1/2013 0:00,277697
1324,MN,4/1/2014 0:00,288882
1325,MN,4/1/2015 0:00,274731
1326,MN,4/1/2016 0:00,250701
1327,MN,4/1/2017 0:00,260015
1328,MN,4/1/2018 0:00,252918
1329,MN,4/1/2019 0:00,254055
1330,MN,5/1/1996 0:00,395999
1331,MN,5/1/1997 0:00,390453
1332,MN,5/1/1998 0:00,436206
1333,MN,5/1/1999 0:00,413629
1334,MN,5/1/2000 0:00,421222
1335,MN,5/1/2001 0:00,375161
1336,MN,5/1/2002 0:00,367300
1337,MN,5/1/2003 0:00,386280
1338,MN,5/1/2004 0:00,394034
1339,MN,5/1/2005 0:00,371024
1340,MN,5/1/2006 0:00,369939
1341,MN,5/1/2007 0:00,328572
1342,MN,5/1/2008 0:00,343637
1343,MN,5/1/2009 0:00,323914
1344,MN,5/1/2010 0:00,342602
1345,MN,5/1/2011 0:00,344798
1346,MN,5/1/2012 0:00,350581
1347,MN,5/1/2013 0:00,334972
1348,MN,5/1/2014 0:00,352922
1349,MN,5/1/2015 0:00,331819
1350,MN,5/1/2016 0:00,309698
1351,MN,5/1/2017 0:00,314961
1352,MN,5/1/2018 0:00,308982
1353,MN,5/1/2019 0:00,304644
1354,MN,6/1/1996 0:00,474861
1355,MN,6/1/1997 0:00,462667
1356,MN,6/1/1998 0:00,498809
1357,MN,6/1/1999 0:00,519797
1358,MN,6/1/2000 0:00,513141
1359,MN,6/1/2001 0:00,565959
1360,MN,6/1/2002 0:00,441019
1361,MN,6/1/2003 0:00,479968
1362,MN,6/1/2004 0:00,479200
1363,MN,6/1/2005 0:00,468788
1364,MN,6/1/2006 0:00,481429
1365,MN,6/1/2007 0:00,399779
1366,MN,6/1/2008 0:00,409282
1367,MN,6/1/2009 0:00,366844
1368,MN,6/1/2010 0:00,441719
1369,MN,6/1/2011 0:00,416974
1370,MN,6/1/2012 0:00,436647
1371,MN,6/1/2013 0:00,423879
1372,MN,6/1/2014 0:00,430106
1373,MN,6/1/2015 0:00,400302
1374,MN,6/1/2016 0:00,392305
1375,MN,6/1/2017 0:00,405012
1376,MN,6/1/2018 0:00,391978
1377,MN,6/1/2019 0:00,382998
1378,MN,7/1/1996 0:00,571109
1379,MN,7/1/1997 0:00,525699
1380,MN,7/1/1998 0:00,534443
1381,MN,7/1/1999 0:00,485763
1382,MN,7/1/2000 0:00,578836
1383,MN,7/1/2001 0:00,528977
1384,MN,7/1/2002 0:00,497820
1385,MN,7/1/2003 0:00,511839
1386,MN,7/1/2004 0:00,524979
1387,MN,7/1/2005 0:00,522485
1388,MN,7/1/2006 0:00,501928
1389,MN,7/1/2007 0:00,419446
1390,MN,7/1/2008 0:00,427195
1391,MN,7/1/2009 0:00,399025
1392,MN,7/1/2010 0:00,501356
1393,MN,7/1/2011 0:00,464956
1394,MN,7/1/2012 0:00,458288
1395,MN,7/1/2013 0:00,452676
1396,MN,7/1/2014 0:00,454210
1397,MN,7/1/2015 0:00,430923
1398,MN,7/1/2016 0:00,426457
1399,MN,7/1/2017 0:00,420995
1400,MN,7/1/2018 0:00,389244
1401,MN,7/1/2019 0:00,411931
1402,MN,8/1/1996 0:00,565797
1403,MN,8/1/1997 0:00,536653
1404,MN,8/1/1998 0:00,487449
1405,MN,8/1/1999 0:00,471505
1406,MN,8/1/2000 0:00,571581
1407,MN,8/1/2001 0:00,554286
1408,MN,8/1/2002 0:00,494479
1409,MN,8/1/2003 0:00,416603
1410,MN,8/1/2004 0:00,495616
1411,MN,8/1/2005 0:00,489227
1412,MN,8/1/2006 0:00,483235
1413,MN,8/1/2007 0:00,420289
1414,MN,8/1/2008 0:00,435985
1415,MN,8/1/2009 0:00,400940
1416,MN,8/1/2010 0:00,474070
1417,MN,8/1/2011 0:00,448774
1418,MN,8/1/2012 0:00,462537
1419,MN,8/1/2013 0:00,466690
1420,MN,8/1/2014 0:00,463052
1421,MN,8/1/2015 0:00,415768
1422,MN,8/1/2016 0:00,411284
1423,MN,8/1/2017 0:00,400046
1424,MN,8/1/2018 0:00,398966
1425,MN,8/1/2019 0:00,412198
1426,MN,9/1/1996 0:00,408795
