Port Name,Date,Value
Andrade,3/1/2009 00:00,312858
Andrade,3/1/2010 00:00,244324
Andrade,3/1/2011 00:00,226147
Andrade,3/1/2012 00:00,243756
Andrade,3/1/2013 00:00,228503
Andrade,3/1/2014 00:00,246111
Andrade,3/1/2015 00:00,272687
Andrade,3/1/2016 00:00,266467
Andrade,3/1/2017 00:00,278380
Andrade,3/1/2018 00:00,283238
Andrade,3/1/2019 00:00,243571
Andrade,4/1/1996 00:00,285254
Andrade,4/1/1997 00:00,293911
Andrade,4/1/1998 00:00,317128
Andrade,4/1/1999 00:00,331081
Andrade,4/1/2000 00:00,355875
Andrade,4/1/2001 00:00,323612
Andrade,4/1/2002 00:00,347979
Andrade,4/1/2003 00:00,352126
Andrade,4/1/2004 00:00,367638
Andrade,4/1/2005 00:00,360259
Andrade,4/1/2006 00:00,344233
Andrade,4/1/2007 00:00,281051
Andrade,4/1/2008 00:00,261429
Andrade,4/1/2009 00:00,248878
Andrade,4/1/2010 00:00,167045
Andrade,4/1/2011 00:00,173001
Andrade,4/1/2012 00:00,187755
Andrade,4/1/2013 00:00,172889
Andrade,4/1/2014 00:00,183497
Andrade,4/1/2015 00:00,199560
Andrade,4/1/2016 00:00,207610
Andrade,4/1/2017 00:00,223486
Andrade,4/1/2018 00:00,223639
Andrade,4/1/2019 00:00,223050
Andrade,5/1/1996 00:00,233792
Andrade,5/1/1997 00:00,237131
Andrade,5/1/1998 00:00,264391
Andrade,5/1/1999 00:00,284863
Andrade,5/1/2000 00:00,279133
Andrade,5/1/2001 00:00,241157
Andrade,5/1/2002 00:00,280907
Andrade,5/1/2003 00:00,234
Andrade,5/1/2004 00:00,323228
Andrade,5/1/2005 00:00,303426
Andrade,5/1/2006 00:00,276755
Andrade,5/1/2007 00:00,234677
Andrade,5/1/2008 00:00,206444
Andrade,5/1/2009 00:00,219093
Andrade,5/1/2010 00:00,153986
Andrade,5/1/2011 00:00,150371
Andrade,5/1/2012 00:00,158471
Andrade,5/1/2013 00:00,143134
Andrade,5/1/2014 00:00,158847
Andrade,5/1/2015 00:00,177003
Andrade,5/1/2016 00:00,192269
Andrade,5/1/2017 00:00,205331
Andrade,5/1/2018 00:00,199862
Andrade,5/1/2019 00:00,210444
Andrade,6/1/1996 00:00,197467
Andrade,6/1/1997 00:00,211109
Andrade,6/1/1998 00:00,215732
Andrade,6/1/1999 00:00,230726
Andrade,6/1/2000 00:00,232235
Andrade,6/1/2001 00:00,200580
Andrade,6/1/2002 00:00,243565
Andrade,6/1/2003 00:00,253429
Andrade,6/1/2004 00:00,252674
Andrade,6/1/2005 00:00,250913
Andrade,6/1/2006 00:00,240634
Andrade,6/1/2007 00:00,202021
Andrade,6/1/2008 00:00,169325
Andrade,6/1/2009 00:00,185670
Andrade,6/1/2010 00:00,129453
Andrade,6/1/2011 00:00,126816
Andrade,6/1/2012 00:00,139699
Andrade,6/1/2013 00:00,127606
Andrade,6/1/2014 00:00,136281
Andrade,6/1/2015 00:00,151870
Andrade,6/1/2016 00:00,164216
Andrade,6/1/2017 00:00,175918
Andrade,6/1/2018 00:00,177253
Andrade,6/1/2019 00:00,192875
Andrade,7/1/1996 00:00,194241
Andrade,7/1/1997 00:00,195710
Andrade,7/1/1998 00:00,219555
Andrade,7/1/1999 00:00,222464
Andrade,7/1/2000 00:00,231377
Andrade,7/1/2001 00:00,215030
Andrade,7/1/2002 00:00,217950
Andrade,7/1/2003 00:00,241674
Andrade,7/1/2004 00:00,250596
Andrade,7/1/2005 00:00,254108
Andrade,7/1/2006 00:00,227951
Andrade,7/1/2007 00:00,194813
Andrade,7/1/2008 00:00,156854
Andrade,7/1/2009 00:00,191582
Andrade,7/1/2010 00:00,137902
Andrade,7/1/2011 00:00,117466
Andrade,7/1/2012 00:00,136931
Andrade,7/1/2013 00:00,124535
Andrade,7/1/2014 00:00,134512
Andrade,7/1/2015 00:00,157350
Andrade,7/1/2016 00:00,147152
Andrade,7/1/2017 00:00,176614
Andrade,7/1/2018 00:00,174814
Andrade,7/1/2019 00:00,178747
Andrade,8/1/1996 00:00,188241
Andrade,8/1/1997 00:00,188226
Andrade,8/1/1998 00:00,192633
Andrade,8/1/1999 00:00,223917
Andrade,8/1/2000 00:00,218723
Andrade,8/1/2001 00:00,206586
Andrade,8/1/2002 00:00,220021
Andrade,8/1/2003 00:00,253236
Andrade,8/1/2004 00:00,248269
Andrade,8/1/2005 00:00,245377
Andrade,8/1/2006 00:00,156518
Andrade,8/1/2007 00:00,193537
Andrade,8/1/2008 00:00,156512
Andrade,8/1/2009 00:00,201859
Andrade,8/1/2010 00:00,122940
Andrade,8/1/2011 00:00,120167
Andrade,8/1/2012 00:00,128572
Andrade,8/1/2013 00:00,125287
Andrade,8/1/2014 00:00,136886
Andrade,8/1/2015 00:00,148997
Andrade,8/1/2016 00:00,164119
Andrade,8/1/2017 00:00,179363
Andrade,8/1/2018 00:00,172439
Andrade,8/1/2019 00:00,174873
Andrade,9/1/1996 00:00,200761
Andrade,9/1/1997 00:00,193769
Andrade,9/1/1998 00:00,205805
Andrade,9/1/1999 00:00,238778
Andrade,9/1/2000 00:00,244497
Andrade,9/1/2001 00:00,198125
Andrade,9/1/2002 00:00,243857
Andrade,9/1/2003 00:00,275795
Andrade,9/1/2004 00:00,263941
Andrade,9/1/2005 00:00,249304
Andrade,9/1/2006 00:00,231087
Andrade,9/1/2007 00:00,213348
Andrade,9/1/2008 00:00,150713
Andrade,9/1/2009 00:00,199332
Andrade,9/1/2010 00:00,127336
Andrade,9/1/2011 00:00,121594
Andrade,9/1/2012 00:00,138242
Andrade,9/1/2013 00:00,129352
Andrade,9/1/2014 00:00,138928
Andrade,9/1/2015 00:00,154174
Andrade,9/1/2016 00:00,167565
Andrade,9/1/2017 00:00,174573
Andrade,9/1/2018 00:00,177609
Andrade,9/1/2019 00:00,185437
Boquillas,1/1/2015 00:00,0
Boquillas,1/1/2016 00:00,923
Boquillas,1/1/2017 00:00,1462
Boquillas,1/1/2019 00:00,144
Boquillas,1/1/2020 00:00,2585
Boquillas,10/1/2015 00:00,884
Boquillas,10/1/2016 00:00,1225
Boquillas,10/1/2018 00:00,1243
Boquillas,10/1/2019 00:00,1700
Boquillas,11/1/2015 00:00,1392
Boquillas,11/1/2016 00:00,1851
Boquillas,11/1/2017 00:00,2356
Boquillas,11/1/2018 00:00,2643
Boquillas,11/1/2019 00:00,3498
Boquillas,12/1/2015 00:00,1058
Boquillas,12/1/2016 00:00,1508
Boquillas,12/1/2017 00:00,1864
Boquillas,12/1/2018 00:00,910
Boquillas,12/1/2019 00:00,2467
Boquillas,2/1/2015 00:00,0
Boquillas,2/1/2016 00:00,1068
Boquillas,2/1/2017 00:00,1896
Boquillas,2/1/2019 00:00,2385
Boquillas,2/1/2020 00:00,3036
Boquillas,3/1/2015 00:00,0
Boquillas,3/1/2016 00:00,2302
Boquillas,3/1/2017 00:00,3387
Boquillas,3/1/2019 00:00,4362
Boquillas,4/1/2015 00:00,1374
Boquillas,4/1/2016 00:00,1593
Boquillas,4/1/2018 00:00,2142
Boquillas,4/1/2019 00:00,2875
Boquillas,5/1/2015 00:00,772
Boquillas,5/1/2016 00:00,1274
Boquillas,5/1/2018 00:00,1441
Boquillas,5/1/2019 00:00,1563
Boquillas,6/1/2015 00:00,0
Boquillas,6/1/2016 00:00,604
Boquillas,6/1/2018 00:00,823
Boquillas,6/1/2019 00:00,1041
Boquillas,7/1/2015 00:00,574
Boquillas,7/1/2016 00:00,676
Boquillas,7/1/2018 00:00,845
Boquillas,7/1/2019 00:00,934
Boquillas,8/1/2015 00:00,445
Boquillas,8/1/2016 00:00,430
Boquillas,8/1/2018 00:00,575
Boquillas,8/1/2019 00:00,709
Boquillas,9/1/2015 00:00,508
Boquillas,9/1/2016 00:00,645
Boquillas,9/1/2018 00:00,877
Boquillas,9/1/2019 00:00,1001
Brownsville,1/1/1996 00:00,2051069
Brownsville,1/1/1997 00:00,2043581
Brownsville,1/1/1998 00:00,2321161
Brownsville,1/1/1999 00:00,2409133
Brownsville,1/1/2000 00:00,2513703
Brownsville,1/1/2001 00:00,2575939
Brownsville,1/1/2002 00:00,2229913
Brownsville,1/1/2003 00:00,2092848
Brownsville,1/1/2004 00:00,2039161
Brownsville,1/1/2005 00:00,2090941
Brownsville,1/1/2006 00:00,2078798
Brownsville,1/1/2007 00:00,1879858
Brownsville,1/1/2008 00:00,1796688
Brownsville,1/1/2009 00:00,1652537
Brownsville,1/1/2010 00:00,1670557
Brownsville,1/1/2011 00:00,1239343
Brownsville,1/1/2012 00:00,1250203
Brownsville,1/1/2013 00:00,1232538
Brownsville,1/1/2014 00:00,1247459
Brownsville,1/1/2015 00:00,1282238
Brownsville,1/1/2016 00:00,1340629
Brownsville,1/1/2017 00:00,1489053
Brownsville,1/1/2018 00:00,1481025
Brownsville,1/1/2019 00:00,1534349
Brownsville,1/1/2020 00:00,1415309
Brownsville,10/1/1996 00:00,2008554
Brownsville,10/1/1997 00:00,2034657
Brownsville,10/1/1998 00:00,2269945
Brownsville,10/1/1999 00:00,2630377
Brownsville,10/1/2000 00:00,2483437
Brownsville,10/1/2001 00:00,1989853
Brownsville,10/1/2002 00:00,2187899
Brownsville,10/1/2003 00:00,2042076
Brownsville,10/1/2004 00:00,2105993
Brownsville,10/1/2005 00:00,2018401
Brownsville,10/1/2006 00:00,2005410
Brownsville,10/1/2007 00:00,1898169
Brownsville,10/1/2008 00:00,2034809
Brownsville,10/1/2009 00:00,1585850
Brownsville,10/1/2010 00:00,1382515
Brownsville,10/1/2011 00:00,1224675
Brownsville,10/1/2012 00:00,1260504
Brownsville,10/1/2013 00:00,1290457
Brownsville,10/1/2014 00:00,1324898
Brownsville,10/1/2015 00:00,1319792
Brownsville,10/1/2016 00:00,1503152
Brownsville,10/1/2017 00:00,1544080
Brownsville,10/1/2018 00:00,1511681
Brownsville,10/1/2019 00:00,1485493
Brownsville,11/1/1996 00:00,1989500
Brownsville,11/1/1997 00:00,2075263
Brownsville,11/1/1998 00:00,2282436
Brownsville,11/1/1999 00:00,2426909
Brownsville,11/1/2000 00:00,2569499
Brownsville,11/1/2001 00:00,1980033
Brownsville,11/1/2002 00:00,2163855
Brownsville,11/1/2003 00:00,2386012
Brownsville,11/1/2004 00:00,2192265
Brownsville,11/1/2005 00:00,2052466
Brownsville,11/1/2006 00:00,2043594
Brownsville,11/1/2007 00:00,1887899
Brownsville,11/1/2008 00:00,2086708
Brownsville,11/1/2009 00:00,1619157
Brownsville,11/1/2010 00:00,1206130
Brownsville,11/1/2011 00:00,1195792
Brownsville,11/1/2012 00:00,1244044
Brownsville,11/1/2013 00:00,1229384
Brownsville,11/1/2014 00:00,1308419
Brownsville,11/1/2015 00:00,1338271
Brownsville,11/1/2016 00:00,1435221
Brownsville,11/1/2017 00:00,1509905
Brownsville,11/1/2018 00:00,1474095
Brownsville,11/1/2019 00:00,1488685
Brownsville,12/1/1996 00:00,2325719
Brownsville,12/1/1997 00:00,2262972
Brownsville,12/1/1998 00:00,2458704
Brownsville,12/1/1999 00:00,2701136
Brownsville,12/1/2000 00:00,2793049
Brownsville,12/1/2001 00:00,2239523
Brownsville,12/1/2002 00:00,2525623
Brownsville,12/1/2003 00:00,2449391
Brownsville,12/1/2004 00:00,2297091
Brownsville,12/1/2005 00:00,2344504
Brownsville,12/1/2006 00:00,2172365
Brownsville,12/1/2007 00:00,2039306
Brownsville,12/1/2008 00:00,1816744
Brownsville,12/1/2009 00:00,1801415
Brownsville,12/1/2010 00:00,1381749
Brownsville,12/1/2011 00:00,1347269
Brownsville,12/1/2012 00:00,1369754
Brownsville,12/1/2013 00:00,1401413
Brownsville,12/1/2014 00:00,1423252
Brownsville,12/1/2015 00:00,1457860
Brownsville,12/1/2016 00:00,1606538
Brownsville,12/1/2017 00:00,1585180
Brownsville,12/1/2018 00:00,1637356
Brownsville,12/1/2019 00:00,1616708
Brownsville,2/1/1996 00:00,1970246
Brownsville,2/1/1997 00:00,2040952
Brownsville,2/1/1998 00:00,1999227
Brownsville,2/1/1999 00:00,2261280
Brownsville,2/1/2000 00:00,2492739
Brownsville,2/1/2001 00:00,2448603
Brownsville,2/1/2002 00:00,2175698
Brownsville,2/1/2003 00:00,1919489
Brownsville,2/1/2004 00:00,2040708
Brownsville,2/1/2005 00:00,1942604
Brownsville,2/1/2006 00:00,1800829
Brownsville,2/1/2007 00:00,1818682
Brownsville,2/1/2008 00:00,1859855
Brownsville,2/1/2009 00:00,1573310
Brownsville,2/1/2010 00:00,1376534
Brownsville,2/1/2011 00:00,1080674
Brownsville,2/1/2012 00:00,1154041
Brownsville,2/1/2013 00:00,1187769
Brownsville,2/1/2014 00:00,1158532
Brownsville,2/1/2015 00:00,1130131
Brownsville,2/1/2016 00:00,1297903
Brownsville,2/1/2017 00:00,1351661
Brownsville,2/1/2018 00:00,1413253
Brownsville,2/1/2019 00:00,1340467
Brownsville,2/1/2020 00:00,1291220
Brownsville,3/1/1996 00:00,2299903
Brownsville,3/1/1997 00:00,2389270
Brownsville,3/1/1998 00:00,2275020
Brownsville,3/1/1999 00:00,2633332
Brownsville,3/1/2000 00:00,2854313
Brownsville,3/1/2001 00:00,2772422
Brownsville,3/1/2002 00:00,2514987
Brownsville,3/1/2003 00:00,2256773
Brownsville,3/1/2004 00:00,2390594
Brownsville,3/1/2005 00:00,2292039
Brownsville,3/1/2006 00:00,2141213
Brownsville,3/1/2007 00:00,2033773
Brownsville,3/1/2008 00:00,2065079
Brownsville,3/1/2009 00:00,1725452
Brownsville,3/1/2010 00:00,1496808
Brownsville,3/1/2011 00:00,1249575
Brownsville,3/1/2012 00:00,1300588
Brownsville,3/1/2013 00:00,1334568
Brownsville,3/1/2014 00:00,1333214
Brownsville,3/1/2015 00:00,1302598
Brownsville,3/1/2016 00:00,1422671
Brownsville,3/1/2017 00:00,1568461
Brownsville,3/1/2018 00:00,1632829
Brownsville,3/1/2019 00:00,1505720
Brownsville,4/1/1996 00:00,2125894
Brownsville,4/1/1997 00:00,2056149
Brownsville,4/1/1998 00:00,2230934
Brownsville,4/1/1999 00:00,2438123
Brownsville,4/1/2000 00:00,2625006
Brownsville,4/1/2001 00:00,2337799
Brownsville,4/1/2002 00:00,2253060
Brownsville,4/1/2003 00:00,2301881
Brownsville,4/1/2004 00:00,2240082
Brownsville,4/1/2005 00:00,2106045
Brownsville,4/1/2006 00:00,2122884
Brownsville,4/1/2007 00:00,1986221
Brownsville,4/1/2008 00:00,1738948
Brownsville,4/1/2009 00:00,1641946
Brownsville,4/1/2010 00:00,1452959
Brownsville,4/1/2011 00:00,1254958
Brownsville,4/1/2012 00:00,1291973
Brownsville,4/1/2013 00:00,1267062
Brownsville,4/1/2014 00:00,1320108
Brownsville,4/1/2015 00:00,1293776
Brownsville,4/1/2016 00:00,1383061
Brownsville,4/1/2017 00:00,1584949
Brownsville,4/1/2018 00:00,1563885
Brownsville,4/1/2019 00:00,1275995
Brownsville,5/1/1996 00:00,2222537
Brownsville,5/1/1997 00:00,2257364
Brownsville,5/1/1998 00:00,2373854
Brownsville,5/1/1999 00:00,2799369
Brownsville,5/1/2000 00:00,2692484
Brownsville,5/1/2001 00:00,2510418
Brownsville,5/1/2002 00:00,2361433
Brownsville,5/1/2003 00:00,2378857
Brownsville,5/1/2004 00:00,2143334
Brownsville,5/1/2005 00:00,2040936
Brownsville,5/1/2006 00:00,2050393
Brownsville,5/1/2007 00:00,1982233
Brownsville,5/1/2008 00:00,2004705
Brownsville,5/1/2009 00:00,1696031
Brownsville,5/1/2010 00:00,1440938
Brownsville,5/1/2011 00:00,1261329
Brownsville,5/1/2012 00:00,1290081
Brownsville,5/1/2013 00:00,1318907
Brownsville,5/1/2014 00:00,1347190
Brownsville,5/1/2015 00:00,1380066
Brownsville,5/1/2016 00:00,1447398
Brownsville,5/1/2017 00:00,1602589
Brownsville,5/1/2018 00:00,1610587
Brownsville,5/1/2019 00:00,1457257
Brownsville,6/1/1996 00:00,2211058
Brownsville,6/1/1997 00:00,2182878
Brownsville,6/1/1998 00:00,2259008
Brownsville,6/1/1999 00:00,2602067
Brownsville,6/1/2000 00:00,2587558
Brownsville,6/1/2001 00:00,2434908
Brownsville,6/1/2002 00:00,2300639
Brownsville,6/1/2003 00:00,1970279
Brownsville,6/1/2004 00:00,2068934
Brownsville,6/1/2005 00:00,2068638
Brownsville,6/1/2006 00:00,2053622
Brownsville,6/1/2007 00:00,2034400
Brownsville,6/1/2008 00:00,1736021
Brownsville,6/1/2009 00:00,1564747
Brownsville,6/1/2010 00:00,1326010
Brownsville,6/1/2011 00:00,1177322
Brownsville,6/1/2012 00:00,1221316
Brownsville,6/1/2013 00:00,1262713
Brownsville,6/1/2014 00:00,1264775
Brownsville,6/1/2015 00:00,1285150
Brownsville,6/1/2016 00:00,1371053
Brownsville,6/1/2017 00:00,1502539
Brownsville,6/1/2018 00:00,1441616
Brownsville,6/1/2019 00:00,1450206
Brownsville,7/1/1996 00:00,2318033
Brownsville,7/1/1997 00:00,2327980
Brownsville,7/1/1998 00:00,2352551
Brownsville,7/1/1999 00:00,2805167
Brownsville,7/1/2000 00:00,2768464
Brownsville,7/1/2001 00:00,2625286
Brownsville,7/1/2002 00:00,2386030
Brownsville,7/1/2003 00:00,2412180
Brownsville,7/1/2004 00:00,2359667
Brownsville,7/1/2005 00:00,2125461
Brownsville,7/1/2006 00:00,2273352
Brownsville,7/1/2007 00:00,1981249
Brownsville,7/1/2008 00:00,1928758
Brownsville,7/1/2009 00:00,1621527
Brownsville,7/1/2010 00:00,1372744
Brownsville,7/1/2011 00:00,1262015
Brownsville,7/1/2012 00:00,1305209
Brownsville,7/1/2013 00:00,1332196
Brownsville,7/1/2014 00:00,1329685
Brownsville,7/1/2015 00:00,1351875
Brownsville,7/1/2016 00:00,1510580
Brownsville,7/1/2017 00:00,1569634
Brownsville,7/1/2018 00:00,1551538
Brownsville,7/1/2019 00:00,1595383
Brownsville,8/1/1996 00:00,2116904
Brownsville,8/1/1997 00:00,2296966
Brownsville,8/1/1998 00:00,2344878
Brownsville,8/1/1999 00:00,2644868
Brownsville,8/1/2000 00:00,2567189
Brownsville,8/1/2001 00:00,2543271
Brownsville,8/1/2002 00:00,2427469
Brownsville,8/1/2003 00:00,2266129
Brownsville,8/1/2004 00:00,2225616
Brownsville,8/1/2005 00:00,2150990
Brownsville,8/1/2006 00:00,1940261
Brownsville,8/1/2007 00:00,1945130
Brownsville,8/1/2008 00:00,1993689
Brownsville,8/1/2009 00:00,1651868
Brownsville,8/1/2010 00:00,1475981
Brownsville,8/1/2011 00:00,1257123
Brownsville,8/1/2012 00:00,1272890
Brownsville,8/1/2013 00:00,1327663
Brownsville,8/1/2014 00:00,1341521
Brownsville,8/1/2015 00:00,1353376
Brownsville,8/1/2016 00:00,1479034
Brownsville,8/1/2017 00:00,1515170
Brownsville,8/1/2018 00:00,1555134
Brownsville,8/1/2019 00:00,1560837
Brownsville,9/1/1996 00:00,2040083
Brownsville,9/1/1997 00:00,2055898
Brownsville,9/1/1998 00:00,2030069
Brownsville,9/1/1999 00:00,2523800
Brownsville,9/1/2000 00:00,2473988
Brownsville,9/1/2001 00:00,1915889
Brownsville,9/1/2002 00:00,2069965
Brownsville,9/1/2003 00:00,1965035
Brownsville,9/1/2004 00:00,2008854
Brownsville,9/1/2005 00:00,1947606
Brownsville,9/1/2006 00:00,1895432
Brownsville,9/1/2007 00:00,1779349
Brownsville,9/1/2008 00:00,2019836
Brownsville,9/1/2009 00:00,1552475
Brownsville,9/1/2010 00:00,1231562
Brownsville,9/1/2011 00:00,1162812
Brownsville,9/1/2012 00:00,1231196
Brownsville,9/1/2013 00:00,1210303
Brownsville,9/1/2014 00:00,1229599
Brownsville,9/1/2015 00:00,1282204
Brownsville,9/1/2016 00:00,1393352
Brownsville,9/1/2017 00:00,1478150
Brownsville,9/1/2018 00:00,1463698
Brownsville,9/1/2019 00:00,1478807
Calexico,1/1/1996 00:00,3145464
Calexico,1/1/1997 00:00,2733739
Calexico,1/1/1998 00:00,2994142
Calexico,1/1/1999 00:00,3441364
Calexico,1/1/2000 00:00,2875160
Calexico,1/1/2001 00:00,2798073
Calexico,1/1/2002 00:00,2086824
Calexico,1/1/2003 00:00,2098746
Calexico,1/1/2004 00:00,1732550
Calexico,1/1/2005 00:00,1905766
Calexico,1/1/2006 00:00,1644876
Calexico,1/1/2007 00:00,2014508
Calexico,1/1/2008 00:00,1707658
Calexico,1/1/2009 00:00,1524807
Calexico,1/1/2010 00:00,1388403
Calexico,1/1/2011 00:00,1339614
Calexico,1/1/2012 00:00,1401457
Calexico,1/1/2013 00:00,1363260
Calexico,1/1/2014 00:00,1374288
Calexico,1/1/2015 00:00,1411285
Calexico,1/1/2016 00:00,1437825
Calexico,1/1/2017 00:00,1374365
Calexico,1/1/2018 00:00,1459774
Calexico,1/1/2019 00:00,1478073
Calexico,1/1/2020 00:00,1480439
Calexico,10/1/1996 00:00,2919849
Calexico,10/1/1997 00:00,2977676
Calexico,10/1/1998 00:00,3629098
Calexico,10/1/1999 00:00,2927804
Calexico,10/1/2000 00:00,3096710
Calexico,10/1/2001 00:00,1788396
Calexico,10/1/2002 00:00,1981487
Calexico,10/1/2003 00:00,1924798
Calexico,10/1/2004 00:00,1340207
Calexico,10/1/2005 00:00,1711532
Calexico,10/1/2006 00:00,2012540
Calexico,10/1/2007 00:00,1786523
Calexico,10/1/2008 00:00,1556586
Calexico,10/1/2009 00:00,1377242
Calexico,10/1/2010 00:00,1383385
Calexico,10/1/2011 00:00,1387099
Calexico,10/1/2012 00:00,1350645
Calexico,10/1/2013 00:00,1381543
Calexico,10/1/2014 00:00,1382115
Calexico,10/1/2015 00:00,1456822
Calexico,10/1/2016 00:00,1388146
Calexico,10/1/2017 00:00,1457764
Calexico,10/1/2018 00:00,1511554
Calexico,10/1/2019 00:00,1538755
Calexico,11/1/1996 00:00,2890732
Calexico,11/1/1997 00:00,2972220
Calexico,11/1/1998 00:00,3028538
Calexico,11/1/1999 00:00,2855943
Calexico,11/1/2000 00:00,2935458
Calexico,11/1/2001 00:00,1832372
Calexico,11/1/2002 00:00,1990702
Calexico,11/1/2003 00:00,1907231
Calexico,11/1/2004 00:00,1707812
Calexico,11/1/2005 00:00,1591067
Calexico,11/1/2006 00:00,2033327
Calexico,11/1/2007 00:00,1696011
Calexico,11/1/2008 00:00,1527912
Calexico,11/1/2009 00:00,1293249
Calexico,11/1/2010 00:00,1293845
Calexico,11/1/2011 00:00,1327024
Calexico,11/1/2012 00:00,1362795
Calexico,11/1/2013 00:00,1361198
Calexico,11/1/2014 00:00,1406715
