State,Date,Value
TX,4/1/2014 00:00,10187032
TX,4/1/2015 00:00,10212459
TX,4/1/2016 00:00,10631809
TX,4/1/2017 00:00,11255520
TX,4/1/2018 00:00,11029841
TX,4/1/2019 00:00,9654087
TX,5/1/1996 00:00,16023946
TX,5/1/1997 00:00,16257012
TX,5/1/1998 00:00,17316488
TX,5/1/1999 00:00,18801878
TX,5/1/2000 00:00,18307316
TX,5/1/2001 00:00,16411086
TX,5/1/2002 00:00,15197007
TX,5/1/2003 00:00,14810103
TX,5/1/2004 00:00,14607303
TX,5/1/2005 00:00,14121008
TX,5/1/2006 00:00,13568754
TX,5/1/2007 00:00,13315495
TX,5/1/2008 00:00,12946569
TX,5/1/2009 00:00,11001979
TX,5/1/2010 00:00,10410062
TX,5/1/2011 00:00,8930540
TX,5/1/2012 00:00,9049979
TX,5/1/2013 00:00,9534237
TX,5/1/2014 00:00,10272000
TX,5/1/2015 00:00,10571487
TX,5/1/2016 00:00,10948711
TX,5/1/2017 00:00,11047955
TX,5/1/2018 00:00,11345867
TX,5/1/2019 00:00,10318909
TX,6/1/1996 00:00,15357729
TX,6/1/1997 00:00,16301371
TX,6/1/1998 00:00,16752803
TX,6/1/1999 00:00,17773379
TX,6/1/2000 00:00,17914839
TX,6/1/2001 00:00,16113681
TX,6/1/2002 00:00,15024334
TX,6/1/2003 00:00,14052318
TX,6/1/2004 00:00,13812425
TX,6/1/2005 00:00,13859923
TX,6/1/2006 00:00,13198972
TX,6/1/2007 00:00,12511887
TX,6/1/2008 00:00,12421932
TX,6/1/2009 00:00,10664767
TX,6/1/2010 00:00,9879303
TX,6/1/2011 00:00,8648087
TX,6/1/2012 00:00,8732715
TX,6/1/2013 00:00,9355316
TX,6/1/2014 00:00,9766251
TX,6/1/2015 00:00,10168947
TX,6/1/2016 00:00,10338078
TX,6/1/2017 00:00,10575138
TX,6/1/2018 00:00,10703961
TX,6/1/2019 00:00,10662331
TX,7/1/1996 00:00,15903664
TX,7/1/1997 00:00,16845325
TX,7/1/1998 00:00,17046856
TX,7/1/1999 00:00,18453268
TX,7/1/2000 00:00,18434831
TX,7/1/2001 00:00,17443039
TX,7/1/2002 00:00,15744190
TX,7/1/2003 00:00,15289043
TX,7/1/2004 00:00,15232203
TX,7/1/2005 00:00,14771260
TX,7/1/2006 00:00,14083038
TX,7/1/2007 00:00,12970631
TX,7/1/2008 00:00,13515145
TX,7/1/2009 00:00,11553489
TX,7/1/2010 00:00,9962045
TX,7/1/2011 00:00,9284435
TX,7/1/2012 00:00,9517134
TX,7/1/2013 00:00,10273154
TX,7/1/2014 00:00,10573998
TX,7/1/2015 00:00,10871725
TX,7/1/2016 00:00,11189382
TX,7/1/2017 00:00,11445322
TX,7/1/2018 00:00,11631635
TX,7/1/2019 00:00,10625477
TX,8/1/1996 00:00,15084657
TX,8/1/1997 00:00,16667199
TX,8/1/1998 00:00,16873066
TX,8/1/1999 00:00,18214123
TX,8/1/2000 00:00,18176410
TX,8/1/2001 00:00,16888765
TX,8/1/2002 00:00,15634349
TX,8/1/2003 00:00,14669940
TX,8/1/2004 00:00,14394508
TX,8/1/2005 00:00,14194160
TX,8/1/2006 00:00,13117926
TX,8/1/2007 00:00,13117661
TX,8/1/2008 00:00,13475372
TX,8/1/2009 00:00,12186641
TX,8/1/2010 00:00,10304704
TX,8/1/2011 00:00,9123736
TX,8/1/2012 00:00,9408700
TX,8/1/2013 00:00,10410073
TX,8/1/2014 00:00,10514060
TX,8/1/2015 00:00,10668371
TX,8/1/2016 00:00,10952397
TX,8/1/2017 00:00,11020116
TX,8/1/2018 00:00,11460689
TX,8/1/2019 00:00,10575120
TX,9/1/1996 00:00,14711046
TX,9/1/1997 00:00,16021365
TX,9/1/1998 00:00,15650368
TX,9/1/1999 00:00,17454383
TX,9/1/2000 00:00,17522382
TX,9/1/2001 00:00,12803534
TX,9/1/2002 00:00,14273616
TX,9/1/2003 00:00,13268243
TX,9/1/2004 00:00,13309479
TX,9/1/2005 00:00,13068289
TX,9/1/2006 00:00,12609847
TX,9/1/2007 00:00,12101191
TX,9/1/2008 00:00,12933035
TX,9/1/2009 00:00,10353498
TX,9/1/2010 00:00,9158966
TX,9/1/2011 00:00,8509372
TX,9/1/2012 00:00,8772827
TX,9/1/2013 00:00,9162218
TX,9/1/2014 00:00,9614235
TX,9/1/2015 00:00,9987715
TX,9/1/2016 00:00,10480047
TX,9/1/2017 00:00,10440611
TX,9/1/2018 00:00,10714936
TX,9/1/2019 00:00,10275486
